longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,avg_household_size,avg_rooms_per_house,ratio_dayrooms_bedrooms,bedrooms_per_person,oc_pr_<1H OCEAN,oc_pr_INLAND,oc_pr_ISLAND,oc_pr_NEAR BAY,oc_pr_NEAR OCEAN,median_house_value
-119.65,36.3,28.0,941.0,175.0,588.0,180.0,2.3466,3.2666666666666666,5.227777777777778,4.377142857142857,0.2976190476190476,0,1,0,0,0,53400.0
-119.64,36.31,27.0,1513.0,314.0,1071.0,284.0,1.5909,3.7711267605633805,5.327464788732394,3.8184713375796178,0.2931839402427638,0,1,0,0,0,50100.0
-119.61,36.31,25.0,1847.0,371.0,1460.0,353.0,1.8839,4.135977337110481,5.232294617563739,3.9784366576819408,0.2541095890410959,0,1,0,0,0,46300.0
-119.57,36.27,20.0,2673.0,452.0,1394.0,449.0,2.625,3.10467706013363,5.953229398663697,4.913716814159292,0.3242467718794835,0,1,0,0,0,97400.0
-119.69,36.25,35.0,2011.0,349.0,970.0,300.0,2.395,3.2333333333333334,6.703333333333333,4.762177650429799,0.3597938144329897,0,1,0,0,0,94100.0
-119.63,36.18,23.0,207.0,45.0,171.0,50.0,2.4286,3.42,4.14,3.6,0.2631578947368421,0,1,0,0,0,100000.0
-119.59,36.11,32.0,752.0,159.0,524.0,155.0,2.25,3.3806451612903228,4.851612903225806,3.729559748427673,0.30343511450381677,0,1,0,0,0,50000.0
-119.57,36.09,6.0,2015.0,413.0,992.0,319.0,2.3889,3.109717868338558,6.316614420062696,3.8789346246973366,0.4163306451612903,0,1,0,0,0,53200.0
-119.58,36.1,21.0,1382.0,327.0,1469.0,355.0,1.3967,4.138028169014085,3.8929577464788734,3.2262996941896023,0.2226004084411164,0,1,0,0,0,46500.0
-119.56,36.1,29.0,424.0,78.0,284.0,73.0,1.5313,3.8904109589041096,5.808219178082192,4.435897435897436,0.2746478873239437,0,1,0,0,0,43800.0
-119.56,36.1,25.0,1093.0,262.0,893.0,252.0,2.13,3.5436507936507935,4.337301587301587,3.1717557251908395,0.2933930571108623,0,1,0,0,0,50800.0
-119.56,36.09,35.0,1648.0,285.0,792.0,265.0,3.2847,2.9886792452830186,6.218867924528302,4.782456140350877,0.35984848484848486,0,1,0,0,0,64700.0
-119.56,36.09,14.0,1267.0,290.0,1077.0,279.0,1.85,3.860215053763441,4.541218637992832,3.3689655172413793,0.2692664809656453,0,1,0,0,0,52300.0
-119.56,36.08,37.0,766.0,189.0,639.0,190.0,1.6607,3.363157894736842,4.031578947368421,3.052910052910053,0.29577464788732394,0,1,0,0,0,42100.0
-119.58,36.11,21.0,2004.0,385.0,1397.0,398.0,2.2169,3.5100502512562812,5.035175879396985,4.205194805194806,0.2755905511811024,0,1,0,0,0,61600.0
-119.57,36.1,16.0,1461.0,400.0,1201.0,384.0,1.5727,3.1276041666666665,3.8046875,2.6525,0.33305578684429643,0,1,0,0,0,54800.0
-119.57,36.1,36.0,1729.0,317.0,737.0,278.0,3.5313,2.6510791366906474,6.219424460431655,4.454258675078864,0.43012211668928085,0,1,0,0,0,68800.0
-119.57,36.1,37.0,1676.0,316.0,707.0,274.0,2.0595,2.5802919708029197,6.116788321167883,4.30379746835443,0.44695898161244696,0,1,0,0,0,60700.0
-119.74,36.15,21.0,1548.0,308.0,1137.0,306.0,2.4688,3.715686274509804,5.0588235294117645,4.025974025974026,0.27088830255057167,0,1,0,0,0,61300.0
-119.9,36.2,43.0,187.0,38.0,106.0,40.0,1.875,2.65,4.675,3.9210526315789473,0.3584905660377358,0,1,0,0,0,137500.0
-119.82,36.19,33.0,1293.0,272.0,694.0,229.0,2.0221,3.03056768558952,5.646288209606987,3.7536764705882355,0.3919308357348703,0,1,0,0,0,52200.0
-119.99,36.09,23.0,333.0,92.0,198.0,55.0,0.4999,3.6,6.054545454545455,2.619565217391304,0.46464646464646464,0,1,0,0,0,100000.0
-119.96,35.99,25.0,1047.0,270.0,1505.0,286.0,2.0976,5.2622377622377625,3.660839160839161,2.8777777777777778,0.17940199335548174,0,1,0,0,0,47700.0
-119.8,36.02,20.0,156.0,39.0,171.0,37.0,3.05,4.621621621621622,4.216216216216216,3.0,0.22807017543859648,0,1,0,0,0,225000.0
-120.14,36.04,27.0,2533.0,518.0,1371.0,461.0,2.9708,2.9739696312364425,5.494577006507592,3.88996138996139,0.37782640408460977,0,1,0,0,0,60900.0
-120.12,36.01,18.0,1165.0,334.0,1119.0,308.0,2.2167,3.633116883116883,3.7824675324675323,2.4880239520958085,0.29848078641644327,0,1,0,0,0,48500.0
-120.14,36.0,33.0,1726.0,420.0,1371.0,388.0,2.0335,3.533505154639175,4.448453608247423,3.1095238095238096,0.3063457330415755,0,1,0,0,0,43900.0
-120.12,35.99,7.0,2049.0,482.0,1387.0,422.0,2.25,3.286729857819905,4.855450236966824,3.2510373443983402,0.3475126171593367,0,1,0,0,0,56200.0
-120.13,35.87,26.0,48.0,8.0,13.0,8.0,2.375,1.625,6.0,5.0,0.6153846153846154,0,1,0,0,0,71300.0
-120.0,35.91,16.0,259.0,53.0,131.0,38.0,3.125,3.4473684210526314,6.815789473684211,3.8867924528301887,0.40458015267175573,0,1,0,0,0,62500.0
-122.89,39.42,16.0,411.0,114.0,26.0,19.0,0.4999,1.368421052631579,21.63157894736842,2.6052631578947367,4.384615384615385,0,1,0,0,0,73500.0
-122.9,39.23,39.0,1295.0,240.0,534.0,179.0,3.9519,2.983240223463687,7.23463687150838,4.395833333333333,0.449438202247191,0,1,0,0,0,98900.0
-122.91,39.18,43.0,89.0,18.0,86.0,27.0,2.0208,3.185185185185185,3.2962962962962963,3.9444444444444446,0.20930232558139536,0,1,0,0,0,72500.0
-122.91,39.17,44.0,202.0,42.0,142.0,39.0,4.35,3.641025641025641,5.17948717948718,3.8095238095238093,0.29577464788732394,0,1,0,0,0,68300.0
-122.9,39.17,45.0,1314.0,277.0,649.0,232.0,2.575,2.7974137931034484,5.663793103448276,3.743682310469314,0.4268104776579353,0,1,0,0,0,73600.0
-122.88,39.14,20.0,1125.0,231.0,521.0,196.0,2.2188,2.6581632653061225,5.739795918367347,3.8701298701298703,0.44337811900191937,0,1,0,0,0,106300.0
-123.07,39.12,24.0,1098.0,193.0,353.0,145.0,3.8333,2.43448275862069,7.572413793103448,4.689119170984456,0.546742209631728,1,0,0,0,0,92600.0
-122.95,39.13,17.0,380.0,69.0,225.0,72.0,3.25,3.125,5.277777777777778,4.507246376811594,0.30666666666666664,0,1,0,0,0,137500.0
-122.89,39.11,10.0,1588.0,333.0,585.0,254.0,2.2551,2.3031496062992125,6.251968503937008,3.7687687687687688,0.5692307692307692,0,1,0,0,0,71100.0
-122.9,39.09,15.0,2483.0,544.0,835.0,380.0,1.9141,2.1973684210526314,6.53421052631579,3.5643382352941178,0.651497005988024,0,1,0,0,0,143200.0
-122.92,39.08,24.0,341.0,64.0,146.0,57.0,4.0,2.56140350877193,5.982456140350878,4.328125,0.4383561643835616,0,1,0,0,0,166300.0
-122.94,39.1,18.0,681.0,120.0,272.0,105.0,2.8906,2.5904761904761906,6.485714285714286,4.675,0.4411764705882353,0,1,0,0,0,140600.0
-122.99,39.02,14.0,1582.0,301.0,851.0,273.0,3.45,3.1172161172161172,5.794871794871795,4.255813953488372,0.3537015276145711,1,0,0,0,0,164100.0
-122.91,39.07,21.0,2202.0,484.0,1000.0,381.0,2.4423,2.6246719160104988,5.7795275590551185,3.549586776859504,0.484,0,1,0,0,0,102300.0
-122.91,39.06,21.0,1236.0,238.0,601.0,261.0,1.939,2.3026819923371646,4.735632183908046,4.19327731092437,0.39600665557404324,0,1,0,0,0,100300.0
-122.92,39.05,16.0,1548.0,295.0,605.0,250.0,3.5652,2.42,6.192,4.247457627118644,0.48760330578512395,0,1,0,0,0,119000.0
-122.91,39.05,20.0,1128.0,229.0,621.0,210.0,3.2216,2.9571428571428573,5.371428571428571,3.925764192139738,0.3687600644122383,0,1,0,0,0,93500.0
-122.92,39.05,38.0,3131.0,624.0,1591.0,568.0,2.5457,2.801056338028169,5.512323943661972,4.017628205128205,0.39220615964802014,0,1,0,0,0,80700.0
-122.91,39.05,27.0,789.0,208.0,295.0,108.0,3.7667,2.7314814814814814,7.305555555555555,2.793269230769231,0.7050847457627119,0,1,0,0,0,95000.0
-122.91,39.03,14.0,2374.0,557.0,723.0,427.0,1.3532,1.693208430913349,5.5597189695550355,3.2621184919210053,0.7704011065006916,0,1,0,0,0,95800.0
-122.7,39.14,13.0,532.0,111.0,214.0,62.0,3.3929,3.4516129032258065,8.580645161290322,3.7927927927927927,0.5186915887850467,0,1,0,0,0,108300.0
-122.87,39.13,15.0,1927.0,427.0,810.0,321.0,1.6369,2.5233644859813085,6.003115264797508,3.51288056206089,0.5271604938271605,0,1,0,0,0,86500.0
-122.86,39.08,24.0,3127.0,674.0,1015.0,448.0,2.0417,2.265625,6.979910714285714,3.6394658753709197,0.6640394088669951,0,1,0,0,0,78800.0
-122.83,39.09,26.0,2191.0,495.0,679.0,371.0,1.4679,1.830188679245283,5.90566037735849,3.426262626262626,0.7290132547864506,0,1,0,0,0,94700.0
-122.79,39.09,20.0,1798.0,395.0,685.0,331.0,1.625,2.069486404833837,5.43202416918429,3.551898734177215,0.5766423357664233,0,1,0,0,0,66800.0
-122.8,39.08,17.0,1880.0,467.0,798.0,342.0,1.4676,2.3333333333333335,5.497076023391813,3.0256959314775163,0.5852130325814536,0,1,0,0,0,65000.0
-122.79,39.08,23.0,952.0,200.0,321.0,128.0,1.5208,2.5078125,7.4375,3.76,0.6230529595015576,0,1,0,0,0,89000.0
-122.78,39.05,15.0,1601.0,323.0,661.0,269.0,2.6181,2.45724907063197,5.951672862453532,3.956656346749226,0.4886535552193646,0,1,0,0,0,108900.0
-122.53,39.09,11.0,1264.0,271.0,370.0,177.0,1.3,2.0903954802259888,7.141242937853107,3.6642066420664205,0.7324324324324324,0,1,0,0,0,69700.0
-122.69,39.04,9.0,254.0,50.0,66.0,29.0,2.7639,2.2758620689655173,8.758620689655173,4.08,0.7575757575757576,0,1,0,0,0,112500.0
-122.73,39.04,23.0,1618.0,395.0,425.0,244.0,1.9833,1.7418032786885247,6.631147540983607,3.0962025316455697,0.9294117647058824,0,1,0,0,0,111500.0
-122.69,39.02,27.0,2199.0,527.0,744.0,316.0,2.1094,2.3544303797468356,6.958860759493671,3.172675521821632,0.7083333333333334,0,1,0,0,0,72400.0
-122.66,39.03,27.0,1446.0,329.0,594.0,255.0,1.165,2.3294117647058825,5.670588235294118,3.3951367781155017,0.5538720538720538,0,1,0,0,0,53300.0
-122.66,39.02,16.0,3715.0,810.0,943.0,510.0,1.7446,1.8490196078431373,7.284313725490196,3.5864197530864197,0.8589607635206787,0,1,0,0,0,109400.0
-122.7,39.0,18.0,793.0,148.0,186.0,59.0,2.3125,3.152542372881356,13.440677966101696,4.358108108108108,0.7956989247311828,0,1,0,0,0,162500.0
-122.7,38.99,18.0,1177.0,224.0,181.0,105.0,2.3558,1.723809523809524,11.209523809523809,4.254464285714286,1.2375690607734806,0,1,0,0,0,134700.0
-122.65,38.99,16.0,4279.0,951.0,1596.0,666.0,1.8571,2.3963963963963963,6.424924924924925,3.4994742376445847,0.5958646616541353,0,1,0,0,0,75900.0
-122.52,38.99,16.0,975.0,219.0,337.0,155.0,1.6607,2.174193548387097,6.290322580645161,3.452054794520548,0.6498516320474778,0,1,0,0,0,77800.0
-122.68,38.98,27.0,2300.0,508.0,526.0,254.0,2.1838,2.0708661417322833,9.05511811023622,3.52755905511811,0.9657794676806084,0,1,0,0,0,109700.0
-122.65,38.97,32.0,1856.0,472.0,703.0,292.0,1.1912,2.4075342465753424,6.3561643835616435,2.9322033898305087,0.6714082503556188,0,1,0,0,0,60000.0
-122.63,38.96,17.0,1708.0,459.0,633.0,312.0,1.75,2.0288461538461537,5.4743589743589745,2.7211328976034856,0.7251184834123223,0,1,0,0,0,64000.0
-122.62,38.95,19.0,2230.0,538.0,832.0,359.0,1.6865,2.317548746518106,6.211699164345404,3.1449814126394053,0.6466346153846154,0,1,0,0,0,58800.0
-122.62,38.94,14.0,1731.0,400.0,638.0,282.0,2.3179,2.2624113475177303,6.138297872340425,3.3275,0.6269592476489029,0,1,0,0,0,57500.0
-122.61,38.93,14.0,231.0,36.0,108.0,31.0,4.3897,3.4838709677419355,7.451612903225806,5.416666666666667,0.3333333333333333,0,1,0,0,0,71300.0
-122.6,38.93,16.0,1657.0,390.0,572.0,301.0,1.4767,1.9003322259136213,5.504983388704319,3.2487179487179487,0.6818181818181818,0,1,0,0,0,62000.0
-122.62,38.96,16.0,1914.0,446.0,828.0,332.0,2.0577,2.4939759036144578,5.765060240963855,3.291479820627803,0.538647342995169,0,1,0,0,0,69000.0
-122.63,38.96,20.0,2507.0,577.0,1072.0,457.0,2.3083,2.3457330415754925,5.485776805251641,3.344887348353553,0.5382462686567164,0,1,0,0,0,60200.0
-122.65,38.96,27.0,2143.0,580.0,898.0,367.0,1.6769,2.446866485013624,5.839237057220709,2.6948275862068964,0.6458797327394209,0,1,0,0,0,63200.0
-122.64,38.96,29.0,883.0,187.0,326.0,136.0,1.7273,2.3970588235294117,6.492647058823529,3.72192513368984,0.5736196319018405,0,1,0,0,0,58200.0
-122.64,38.95,28.0,1503.0,370.0,522.0,268.0,1.2029,1.9477611940298507,5.608208955223881,3.062162162162162,0.7088122605363985,0,1,0,0,0,68900.0
-122.63,38.95,11.0,686.0,127.0,246.0,86.0,1.7083,2.86046511627907,7.976744186046512,4.4015748031496065,0.516260162601626,0,1,0,0,0,77300.0
-122.63,38.94,25.0,661.0,144.0,192.0,93.0,1.7566,2.064516129032258,7.10752688172043,3.5902777777777777,0.75,0,1,0,0,0,49000.0
-122.63,38.94,18.0,3844.0,969.0,1832.0,845.0,1.125,2.1680473372781064,4.549112426035503,2.9669762641898867,0.5289301310043668,0,1,0,0,0,81800.0
-122.62,38.94,13.0,524.0,129.0,215.0,90.0,1.5455,2.388888888888889,5.822222222222222,3.062015503875969,0.6,0,1,0,0,0,55000.0
-122.7,38.97,17.0,2554.0,540.0,723.0,319.0,3.2375,2.2664576802507836,8.006269592476489,3.72962962962963,0.7468879668049793,0,1,0,0,0,114200.0
-122.75,39.01,17.0,4162.0,967.0,889.0,414.0,3.4187,2.1473429951690823,10.053140096618357,3.3040330920372285,1.0877390326209224,0,1,0,0,0,200500.0
-122.79,39.02,23.0,642.0,203.0,265.0,84.0,1.8833,3.1547619047619047,7.642857142857143,2.1625615763546797,0.7660377358490567,0,1,0,0,0,96900.0
-122.78,38.97,11.0,5175.0,971.0,2144.0,792.0,3.0466,2.707070707070707,6.534090909090909,4.329557157569516,0.4528917910447761,0,1,0,0,0,97300.0
-122.69,38.94,9.0,1245.0,234.0,517.0,187.0,3.125,2.764705882352941,6.657754010695188,4.32051282051282,0.4526112185686654,0,1,0,0,0,93400.0
-122.71,38.91,20.0,41.0,18.0,94.0,10.0,1.375,9.4,4.1,1.2777777777777777,0.19148936170212766,0,1,0,0,0,55000.0
-122.86,39.05,20.0,1592.0,327.0,647.0,253.0,2.5326,2.5573122529644268,6.292490118577075,3.8685015290519877,0.5054095826893354,0,1,0,0,0,136800.0
-122.85,39.0,20.0,1580.0,318.0,753.0,252.0,1.8704,2.988095238095238,6.26984126984127,3.9685534591194966,0.42231075697211157,0,1,0,0,0,88500.0
-122.83,38.99,15.0,289.0,49.0,191.0,54.0,1.6833,3.537037037037037,5.351851851851852,4.8979591836734695,0.25654450261780104,0,1,0,0,0,113900.0
-122.83,38.98,17.0,1383.0,347.0,719.0,296.0,1.6164,2.429054054054054,4.672297297297297,2.9855907780979827,0.48261474269819193,0,1,0,0,0,77800.0
-122.84,38.98,21.0,939.0,176.0,556.0,178.0,1.7196,3.1235955056179776,5.275280898876405,4.3352272727272725,0.31654676258992803,0,1,0,0,0,75000.0
-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,2.714714714714715,6.207207207207207,4.3828125,0.4247787610619469,1,0,0,0,0,134200.0
-122.89,38.93,20.0,1214.0,247.0,504.0,223.0,2.7188,2.2600896860986546,5.443946188340807,3.91497975708502,0.49007936507936506,1,0,0,0,0,105700.0
-122.83,38.96,15.0,1318.0,296.0,567.0,276.0,1.8692,2.0543478260869565,4.77536231884058,3.4527027027027026,0.5220458553791887,0,1,0,0,0,93800.0
-122.77,38.92,26.0,712.0,140.0,293.0,100.0,4.0119,2.93,7.12,4.085714285714285,0.4778156996587031,0,1,0,0,0,119400.0
-122.83,38.89,11.0,640.0,134.0,268.0,90.0,3.4514,2.977777777777778,7.111111111111111,3.7761194029850746,0.5,1,0,0,0,0,100000.0
-122.72,38.88,29.0,2781.0,423.0,890.0,310.0,1.9906,2.870967741935484,8.970967741935484,5.574468085106383,0.4752808988764045,0,1,0,0,0,96600.0
-122.74,38.83,12.0,4515.0,909.0,1554.0,528.0,3.3531,2.9431818181818183,8.551136363636363,3.966996699669967,0.584942084942085,1,0,0,0,0,90800.0
-122.48,38.9,10.0,304.0,63.0,161.0,61.0,2.1964,2.639344262295082,4.983606557377049,3.8253968253968256,0.391304347826087,0,1,0,0,0,112500.0
-122.59,38.92,15.0,1410.0,329.0,599.0,273.0,2.1953,2.1941391941391943,5.164835164835165,3.2857142857142856,0.5492487479131887,0,1,0,0,0,75000.0
-122.6,38.9,23.0,292.0,56.0,92.0,41.0,2.9583,2.2439024390243905,7.121951219512195,4.214285714285714,0.6086956521739131,0,1,0,0,0,91700.0
-122.62,38.92,13.0,520.0,115.0,249.0,109.0,1.8417,2.2844036697247705,4.770642201834862,3.5217391304347827,0.46184738955823296,0,1,0,0,0,84700.0
-122.65,38.92,30.0,70.0,38.0,20.0,13.0,4.125,1.5384615384615385,5.384615384615385,0.8421052631578947,1.9,0,1,0,0,0,112500.0
-122.64,38.87,16.0,1177.0,240.0,519.0,199.0,1.5739,2.608040201005025,5.914572864321608,3.904166666666667,0.4624277456647399,0,1,0,0,0,73500.0
-122.5,38.82,12.0,2394.0,443.0,877.0,341.0,2.5625,2.5718475073313782,7.020527859237537,4.404063205417607,0.5051311288483467,0,1,0,0,0,109200.0
-122.51,38.76,9.0,2589.0,482.0,1050.0,374.0,4.0435,2.807486631016043,6.922459893048129,4.371369294605809,0.45904761904761904,0,1,0,0,0,132600.0
-122.55,38.81,7.0,3639.0,637.0,1027.0,421.0,3.8831,2.4394299287410925,8.643705463182897,4.712715855572998,0.620253164556962,0,1,0,0,0,132100.0
-122.59,38.78,15.0,764.0,145.0,366.0,143.0,3.375,2.5594405594405596,5.3426573426573425,4.268965517241379,0.39617486338797814,0,1,0,0,0,103100.0
-122.66,38.81,22.0,852.0,176.0,461.0,142.0,3.4375,3.2464788732394365,6.0,3.840909090909091,0.38177874186550975,0,1,0,0,0,83300.0
-122.68,38.76,29.0,994.0,226.0,302.0,117.0,2.3125,2.5811965811965814,8.495726495726496,3.398230088495575,0.7483443708609272,0,1,0,0,0,67900.0
-122.62,38.73,21.0,1425.0,323.0,727.0,287.0,2.1474,2.533101045296167,4.965156794425087,3.411764705882353,0.4442916093535076,0,1,0,0,0,85300.0
-122.64,38.71,20.0,531.0,126.0,231.0,96.0,2.625,2.40625,5.53125,3.2142857142857144,0.5454545454545454,0,1,0,0,0,89600.0
-122.52,38.7,26.0,102.0,17.0,43.0,13.0,0.536,3.3076923076923075,7.846153846153846,5.0,0.3953488372093023,0,1,0,0,0,87500.0
-121.11,41.07,26.0,1707.0,308.0,761.0,250.0,2.7188,3.044,6.828,4.542207792207792,0.40473061760841,0,1,0,0,0,48100.0
-120.96,41.12,29.0,779.0,136.0,364.0,123.0,2.5,2.959349593495935,6.333333333333333,4.727941176470588,0.37362637362637363,0,1,0,0,0,59200.0
-121.07,40.85,17.0,976.0,202.0,511.0,175.0,3.6641,2.92,5.577142857142857,3.8316831683168315,0.3953033268101761,0,1,0,0,0,80800.0
-120.38,40.98,27.0,777.0,185.0,318.0,115.0,1.6833,2.765217391304348,6.756521739130434,3.2,0.5817610062893082,0,1,0,0,0,40000.0
-120.35,40.63,33.0,240.0,49.0,63.0,22.0,3.625,2.8636363636363638,10.909090909090908,3.8979591836734695,0.7777777777777778,0,1,0,0,0,200000.0
-120.77,40.65,11.0,2635.0,667.0,280.0,132.0,1.7214,2.121212121212121,19.96212121212121,2.9505247376311843,2.382142857142857,0,1,0,0,0,118300.0
-121.02,40.51,17.0,890.0,167.0,406.0,154.0,3.3036,2.6363636363636362,5.779220779220779,4.3293413173652695,0.41133004926108374,0,1,0,0,0,78300.0
-120.96,40.28,19.0,683.0,139.0,302.0,111.0,2.5,2.720720720720721,6.153153153153153,3.9136690647482015,0.4602649006622517,0,1,0,0,0,64100.0
-121.03,40.35,52.0,5486.0,1044.0,1977.0,754.0,2.1833,2.6220159151193636,7.275862068965517,4.254789272030651,0.5280728376327769,0,1,0,0,0,49500.0
-120.57,40.43,15.0,2045.0,461.0,1121.0,402.0,2.6902,2.788557213930348,5.087064676616915,3.4360086767895877,0.4112399643175736,0,1,0,0,0,71500.0
-120.66,40.42,35.0,1450.0,325.0,717.0,297.0,2.5074,2.414141414141414,4.882154882154882,3.4615384615384617,0.45327754532775455,0,1,0,0,0,66400.0
-120.65,40.42,39.0,3240.0,652.0,1467.0,621.0,2.1875,2.36231884057971,5.217391304347826,3.9693251533742333,0.4444444444444444,0,1,0,0,0,64300.0
-120.66,40.41,52.0,2081.0,478.0,1051.0,419.0,2.2992,2.5083532219570404,4.966587112171838,3.3535564853556483,0.4548049476688868,0,1,0,0,0,70200.0
-120.64,40.41,50.0,1741.0,424.0,987.0,383.0,1.5066,2.577023498694517,4.545691906005222,3.106132075471698,0.42958459979736574,0,1,0,0,0,59300.0
-120.71,40.36,19.0,4462.0,828.0,2229.0,777.0,3.5536,2.8687258687258685,5.742599742599743,4.388888888888889,0.3714670255720054,0,1,0,0,0,105700.0
-120.58,40.37,16.0,3412.0,667.0,1873.0,590.0,2.2661,3.1745762711864405,5.783050847457627,4.11544227886057,0.3561131873998932,0,1,0,0,0,61800.0
-120.42,40.38,26.0,1652.0,313.0,762.0,280.0,2.4757,2.7214285714285715,5.9,4.277955271565495,0.410761154855643,0,1,0,0,0,85600.0
-120.36,40.45,19.0,689.0,143.0,355.0,127.0,1.7333,2.795275590551181,5.425196850393701,3.8181818181818183,0.4028169014084507,0,1,0,0,0,70000.0
-120.54,40.29,17.0,3391.0,623.0,1529.0,571.0,3.4028,2.677758318739054,5.938704028021016,4.443017656500802,0.40745585349901897,0,1,0,0,0,91000.0
-120.49,40.31,16.0,1821.0,360.0,969.0,359.0,3.4643,2.6991643454039,5.072423398328691,4.058333333333334,0.3715170278637771,0,1,0,0,0,85100.0
-120.37,40.17,21.0,789.0,141.0,406.0,146.0,2.1198,2.780821917808219,5.404109589041096,4.595744680851064,0.3472906403940887,0,1,0,0,0,73500.0
-120.2,40.26,26.0,2399.0,518.0,1037.0,443.0,2.6765,2.340857787810384,5.415349887133183,3.6312741312741315,0.49951783992285437,0,1,0,0,0,47600.0
-120.09,39.92,19.0,2335.0,518.0,1028.0,383.0,1.7267,2.6840731070496084,6.096605744125326,3.5077220077220077,0.5038910505836576,0,1,0,0,0,60700.0
-118.27,34.27,27.0,5205.0,859.0,2363.0,888.0,6.1946,2.661036036036036,5.861486486486487,5.0593713620488945,0.3635209479475243,1,0,0,0,0,276100.0
-118.28,34.26,32.0,1079.0,207.0,486.0,167.0,4.9833,2.910179640718563,6.461077844311378,4.21256038647343,0.42592592592592593,1,0,0,0,0,213000.0
-118.29,34.26,33.0,3177.0,713.0,1845.0,612.0,4.008,3.014705882352941,5.1911764705882355,3.455820476858345,0.386449864498645,1,0,0,0,0,191100.0
-118.3,34.26,37.0,2824.0,633.0,1619.0,573.0,3.5568,2.825479930191972,4.928446771378709,3.4612954186413902,0.390982087708462,1,0,0,0,0,184500.0
-118.3,34.26,42.0,2186.0,423.0,1145.0,439.0,4.81,2.6082004555808656,4.979498861047836,4.167848699763593,0.36943231441048036,1,0,0,0,0,191900.0
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,2.864864864864865,5.024570024570025,3.5444444444444443,0.38593481989708406,1,0,0,0,0,197600.0
-118.28,34.25,29.0,2559.0,438.0,1886.0,769.0,2.6036,2.4525357607282183,3.327698309492848,4.842465753424658,0.23223753976670203,1,0,0,0,0,162100.0
-118.29,34.25,19.0,1988.0,594.0,1399.0,527.0,2.4727,2.6546489563567364,3.772296015180266,2.346801346801347,0.4245889921372409,1,0,0,0,0,175000.0
-118.29,34.25,8.0,5568.0,1514.0,3565.0,1374.0,3.0795,2.594614264919942,4.0524017467248905,2.677675033025099,0.4246844319775596,1,0,0,0,0,161500.0
-118.27,34.25,37.0,2489.0,454.0,1215.0,431.0,5.0234,2.8190255220417635,5.774941995359629,4.4823788546255505,0.3736625514403292,1,0,0,0,0,257600.0
-118.27,34.25,35.0,2091.0,360.0,879.0,326.0,4.4485,2.696319018404908,6.414110429447852,4.808333333333334,0.40955631399317405,1,0,0,0,0,261900.0
-118.27,34.24,30.0,2180.0,369.0,1050.0,390.0,6.3688,2.6923076923076925,5.589743589743589,4.907859078590786,0.3514285714285714,1,0,0,0,0,277600.0
-118.27,34.25,35.0,779.0,143.0,371.0,150.0,4.6635,2.473333333333333,5.193333333333333,4.4475524475524475,0.38544474393531,1,0,0,0,0,230100.0
-118.27,34.25,39.0,699.0,150.0,358.0,143.0,4.4375,2.5034965034965033,4.888111888111888,3.66,0.41899441340782123,1,0,0,0,0,195800.0
-118.28,34.24,32.0,2542.0,526.0,1278.0,493.0,4.45,2.5922920892494927,5.1561866125760645,3.832699619771863,0.41158059467918623,1,0,0,0,0,263600.0
-118.28,34.24,29.0,3390.0,580.0,1543.0,576.0,5.6184,2.6788194444444446,5.885416666666667,4.844827586206897,0.3758911211924822,1,0,0,0,0,316900.0
-118.3,34.25,36.0,1300.0,304.0,688.0,261.0,3.1523,2.636015325670498,4.980842911877395,3.276315789473684,0.4418604651162791,1,0,0,0,0,176700.0
-118.33,34.24,31.0,6434.0,1188.0,3540.0,1131.0,4.2639,3.129973474801061,5.688770999115826,4.415824915824916,0.33559322033898303,1,0,0,0,0,293300.0
-118.35,34.22,19.0,9259.0,1653.0,3963.0,1595.0,5.997,2.484639498432602,5.805015673981191,4.6013309134906235,0.417108251324754,1,0,0,0,0,228700.0
-118.35,34.22,30.0,1260.0,222.0,638.0,229.0,4.1302,2.7860262008733625,5.502183406113537,4.675675675675675,0.34796238244514105,1,0,0,0,0,258300.0
-118.35,34.21,39.0,1470.0,312.0,1047.0,284.0,3.275,3.686619718309859,5.176056338028169,3.7115384615384617,0.2979942693409742,1,0,0,0,0,181400.0
-118.35,34.21,42.0,1073.0,220.0,804.0,226.0,3.75,3.5575221238938055,4.747787610619469,3.8772727272727274,0.2736318407960199,1,0,0,0,0,172600.0
-118.31,34.28,34.0,3258.0,610.0,1810.0,633.0,5.1145,2.859399684044234,5.1469194312796205,4.340983606557377,0.3370165745856354,1,0,0,0,0,219900.0
-118.31,34.27,35.0,1446.0,274.0,759.0,291.0,6.0808,2.6082474226804124,4.969072164948454,4.2773722627737225,0.36100131752305664,1,0,0,0,0,215600.0
-118.3,34.26,43.0,1510.0,310.0,809.0,277.0,3.599,2.92057761732852,5.451263537906137,3.870967741935484,0.3831891223733004,1,0,0,0,0,176500.0
-118.3,34.26,40.0,1065.0,214.0,605.0,183.0,4.1964,3.3060109289617485,5.819672131147541,3.9766355140186915,0.3537190082644628,1,0,0,0,0,185900.0
-118.31,34.26,38.0,2264.0,460.0,1124.0,388.0,4.2685,2.8969072164948453,5.835051546391752,3.9217391304347826,0.4092526690391459,1,0,0,0,0,189600.0
